,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Family_size,Parent,Life_Time,Total_Response,TR_D
1652,10352,2,1,34213.0,1,1,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,52,117,3,1,39,1,1
1653,4931,2,2,157146.0,0,0,2013-04-29,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,38,1730,2,0,273,0,0
1654,13,4,1,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,68,32,2,1,357,0,0
1655,1834,3,1,35544.0,1,0,2014-03-08,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,37,67,2,1,586,0,0
1656,2285,3,2,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,61,335,3,1,302,0,0
1657,2295,4,2,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,61,825,3,1,552,0,0
1658,1378,1,2,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,43,694,3,1,359,0,0
1659,2781,2,1,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,34,1792,1,0,693,3,1
1660,1165,4,1,50729.0,1,1,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,57,496,3,1,276,0,0
1661,1404,2,2,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,47,231,4,1,289,0,0
1662,6457,2,1,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,39,902,2,1,668,0,0
1663,2639,2,1,43602.0,1,1,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,49,68,3,1,529,0,0
1664,8299,4,1,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,26,71,1,0,408,0,0
1665,6437,1,1,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,30,76,2,1,324,0,0
1666,6912,4,2,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,48,772,4,1,386,0,0
1667,7327,4,2,36732.0,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,56,47,4,1,517,0,0
1668,5299,4,2,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,45,1586,3,1,477,0,0
1669,4127,4,2,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,48,1529,3,1,207,2,1
1670,8143,4,1,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,30,265,1,0,365,3,1
1671,1964,2,2,86610.0,0,0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,64,1603,2,0,402,0,0
1672,3690,3,2,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,29,2091,2,0,165,2,1
1673,3433,1,2,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,60,981,2,0,308,1,1
1674,3389,2,2,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,45,1533,3,1,115,0,0
1675,4712,1,2,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,24,82,2,0,121,0,0
1676,1170,2,2,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,40,244,3,1,238,0,0
1677,6347,1,1,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,36,36,2,1,332,0,0
1678,4065,4,2,49544.0,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,39,404,3,1,197,0,0
1679,8230,2,2,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,35,71,3,1,542,0,0
1680,1215,2,2,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,37,1572,2,0,435,1,1
1681,5939,2,2,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,44,122,4,1,536,0,0
1682,2156,4,2,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,60,41,4,1,96,0,0
1683,7788,4,2,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,32,10,3,1,674,0,0
1684,10323,2,2,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,63,304,3,1,452,0,0
1685,7947,2,2,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,46,37,4,1,603,0,0
1686,1891,3,1,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,35,1754,1,0,9,1,1
1687,2570,2,2,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,47,815,3,1,358,3,1
1688,9256,2,1,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,44,1001,2,1,158,0,0
1689,295,2,1,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,26,1157,1,0,354,0,0
1690,7397,2,1,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,64,688,2,1,354,0,0
1691,6349,3,1,61787.0,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,28,1319,1,0,341,0,0
1692,10790,4,2,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,30,21,3,1,204,0,0
1693,10398,1,1,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,34,31,2,1,28,0,0
1694,2431,2,2,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,25,67,2,0,154,0,0
1695,550,2,1,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,63,708,2,1,297,0,0
1696,1890,1,2,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,44,25,4,1,51,0,0
1697,10742,4,2,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,32,746,2,0,212,1,1
1698,10356,4,1,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,58,32,3,1,54,0,0
1699,4676,3,1,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,64,1695,3,1,583,0,0
1700,8852,2,2,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,39,1080,3,1,32,0,0
1701,3565,3,2,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,60,72,4,1,608,0,0
1702,5294,2,1,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,26,57,2,1,478,0,0
1703,1958,4,2,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,42,660,3,1,599,0,0
1704,7349,1,2,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,42,103,3,1,64,1,1
1705,8799,4,2,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,31,153,3,1,420,0,0
1706,1351,3,2,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,59,1220,3,1,52,1,1
1707,1045,2,2,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,50,279,3,1,17,0,0
1708,7732,2,2,64813.0,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,37,745,3,1,521,0,0
1709,8070,4,2,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,42,264,3,1,579,0,0
1710,477,2,2,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,29,2157,2,0,687,5,1
1711,7832,3,2,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,56,1526,3,1,394,4,1
1712,2202,2,2,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,37,69,3,1,253,0,0
1713,7396,2,2,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,49,1597,2,0,103,1,1
1714,4055,1,1,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,23,64,2,1,668,0,0
1715,10340,2,2,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,31,497,3,1,106,0,0
1716,10091,2,1,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,59,1067,2,1,294,0,0
1717,7629,2,2,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,38,31,4,1,647,0,0
1718,10640,2,2,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,41,211,4,1,402,0,0
1719,3498,4,2,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,39,877,3,1,118,2,1
1720,6742,2,2,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,36,11,3,1,167,0,0
1721,1172,4,2,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,32,2034,2,0,275,4,1
1722,569,2,1,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,24,1991,1,0,502,4,1
1723,4686,4,1,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,53,1686,1,0,611,1,1
1724,1381,4,1,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,33,324,2,1,547,1,1
1725,2634,3,1,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,36,69,2,1,627,1,1
1726,10905,2,2,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,60,252,4,1,91,1,1
1727,1744,1,1,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,50,54,2,1,161,0,0
1728,1000,3,2,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,54,964,4,1,221,0,0
1729,3828,2,2,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,64,1327,3,1,202,0,0
1730,8605,4,2,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,51,68,4,1,601,0,0
1731,10304,2,2,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,56,60,2,0,151,0,0
1732,4351,2,1,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,60,55,3,1,271,1,1
1733,10129,2,2,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,49,1456,2,0,590,1,1
1734,2499,1,1,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,57,563,2,1,280,0,0
1735,10092,2,1,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,61,1504,2,1,203,0,0
1736,7500,2,1,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,48,564,3,1,633,0,0
1737,5796,2,2,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,52,1125,2,0,484,1,1
1738,10556,2,2,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,56,358,3,1,663,1,1
1739,1064,4,2,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,44,42,3,1,499,0,0
1740,48,2,2,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,51,184,3,1,633,1,1
1741,7610,2,2,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,32,460,3,1,262,0,0
1742,263,4,1,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,70,145,1,0,667,1,1
1743,10814,2,2,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,68,1376,2,0,170,1,1
1744,9710,4,1,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,46,792,2,1,174,0,0
1745,9292,2,2,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,63,1382,2,0,88,0,0
1746,10250,1,2,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,68,28,2,0,113,0,0
1747,7881,3,2,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,69,1033,2,0,425,0,0
1748,5847,2,1,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,46,882,2,1,303,0,0
1749,737,4,2,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,66,2231,2,0,216,3,1
1750,3571,4,2,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,54,1101,3,1,78,2,1
1751,7807,2,2,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,41,369,3,1,44,0,0
1752,3878,1,1,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,35,48,2,1,577,0,0
1753,5092,4,1,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,66,467,2,1,197,2,1
1754,2154,2,1,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,44,3,1,148,0,0
1755,5394,1,1,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,36,38,3,1,230,0,0
1756,3798,2,2,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,47,81,4,1,464,0,0
1757,3524,3,1,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,44,167,2,1,370,1,1
1758,5247,4,2,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,60,45,4,1,649,0,0
1759,5883,2,2,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,43,664,3,1,300,0,0
1760,2118,1,2,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,51,622,3,1,407,0,0
1761,8812,1,1,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,36,48,2,1,223,0,0
1762,6616,2,2,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,40,461,3,1,450,0,0
1763,2797,2,2,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,38,1073,3,1,386,0,0
1764,4328,1,2,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,29,55,3,1,404,0,0
1765,9167,2,2,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,59,976,3,1,239,0,0
1766,10560,4,1,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,35,20,2,1,686,0,0
1767,2631,2,2,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,33,1149,2,0,282,0,0
1768,8312,1,2,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,54,43,2,0,685,0,0
1769,5534,3,2,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,40,224,3,1,447,1,1
1770,5093,4,1,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,41,101,2,1,50,1,1
1771,7592,4,2,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,69,209,2,0,262,0,0
1772,8895,2,1,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,30,968,1,0,67,0,0
1773,8584,4,2,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,63,1165,2,0,313,0,0
1774,2694,2,2,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,48,24,3,1,596,0,0
1775,8910,2,2,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,60,252,4,1,91,1,1
1776,7433,2,1,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,30,165,2,1,30,0,0
1777,164,4,2,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,38,269,2,0,75,0,0
1778,10477,4,2,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,42,102,3,1,372,0,0
1779,2681,1,2,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,31,461,2,0,367,0,0
1780,5150,1,1,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,36,47,2,1,140,0,0
1781,5283,4,1,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,39,144,3,1,567,0,0
1782,9645,2,2,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,47,1338,2,0,76,0,0
1783,10678,2,2,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,56,917,3,1,486,0,0
1784,7261,2,2,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,44,318,4,1,155,1,1
1785,9648,2,1,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,48,253,3,1,96,0,0
1786,2870,2,2,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,42,502,3,1,53,0,0
1787,8008,2,2,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,32,119,3,1,497,0,0
1788,1513,1,2,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,36,1250,4,1,29,0,0
1789,6173,2,2,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,36,969,3,1,460,0,0
1790,1419,2,2,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,65,76,4,1,371,0,0
1791,9150,4,1,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,52,62,3,1,621,0,0
1792,7960,1,2,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,53,1382,2,0,381,1,1
1793,1250,2,1,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,39,84,2,1,557,0,0
1794,9905,2,2,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,63,255,4,1,348,1,1
1795,10691,3,2,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,55,43,4,1,319,0,0
1796,7002,2,1,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,60,398,2,1,430,0,0
1797,2952,3,1,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,38,76,2,1,625,0,0
1798,8439,2,2,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,51,902,4,1,676,1,1
1799,762,1,2,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,34,823,3,1,641,0,0
1800,2831,2,2,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,39,1179,3,1,697,0,0
1801,6977,2,2,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,41,1921,3,1,76,1,1
1802,6289,3,2,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,64,185,4,1,272,0,0
1803,4168,2,1,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,49,433,3,1,233,1,1
1804,8397,2,2,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,64,34,4,1,529,1,1
1805,9284,2,2,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,57,907,3,1,313,0,0
1806,6237,4,1,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,49,416,3,1,495,0,0
1807,3130,2,1,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,51,44,3,1,309,0,0
1808,1619,2,2,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,59,1588,2,0,637,1,1
1809,1990,4,1,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,41,1797,1,0,98,1,1
1810,5513,2,2,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,49,40,4,1,66,0,0
1811,269,4,1,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,52,1143,2,1,109,0,0
1812,8093,3,2,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,46,914,2,0,698,1,1
1813,10513,2,2,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,23,1502,2,0,174,1,1
1814,10177,2,1,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,61,1338,2,1,199,0,0
1815,2549,4,2,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,32,27,3,1,356,0,0
1816,5782,1,2,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,33,763,3,1,425,1,1
1817,10057,2,1,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,64,1331,1,0,354,1,1
1818,10307,2,2,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,59,525,4,1,397,0,0
1819,8566,4,2,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,9,4,1,685,0,0
1820,2415,2,2,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,53,953,3,1,616,1,1
1821,5684,3,1,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,44,68,3,1,438,0,0
1822,8334,3,1,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,44,131,3,1,431,0,0
1823,9166,2,2,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,47,882,3,1,375,0,0
1824,1440,1,2,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,37,1149,2,0,36,0,0
1825,78,2,2,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,46,37,3,1,412,0,0
1826,5441,4,1,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,50,388,2,1,391,0,0
1827,5302,2,2,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,29,1428,2,0,200,1,1
